studentNo,fName,lName,gender,Program,address,inResidence,highschool,transcript,academicStanding,birthday
1036,Reese,Arya,F,Software Engineering,"9574 Honey Cider Place, Bethany, Ontario, P3L-5C6, CA",0,"Port Credit Secondary School, Mississauga, Ontario","Reese, Arya, 9574 Honey Cider Place, Bethany, Ontario, P3L-5C6, CA, 1036, 1999-12-18, Software Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear ,1999-12-18
1037,Yasmine,Christopher,M,Software Engineering,"4792 Quaking Plaza, Fort Erie, Ontario, L3I-2K3, CA",0,"Aurora High School, Aurora, Ontario","Yasmine, Christopher, 4792 Quaking Plaza, Fort Erie, Ontario, L3I-2K3, CA, 1037, 1993-08-17, Software Engineering, Aurora High School, Aurora, Ontario, ",Clear,1993-08-17
1038,Kristian,Raelynn,F,Software Engineering,"8407 Silent Bay, Lac Seul, Ontario, L0V-1S5, CA",0,"Aurora High School, Aurora, Ontario","Kristian, Raelynn, 8407 Silent Bay, Lac Seul, Ontario, L0V-1S5, CA, 1038, 1986-01-17, Software Engineering, Aurora High School, Aurora, Ontario, ",Clear ,1986-01-17
1039,Tatum,Christian,M,Software Engineering,"6599 Misty Round, Victoria Harbour, Ontario, K3U-8G6, CA",0,"Bishop Ryan Catholic Secondary School, Hamilton, Ontario","Tatum, Christian, 6599 Misty Round, Victoria Harbour, Ontario, K3U-8G6, CA, 1039, 1994-06-17, Software Engineering, Bishop Ryan Catholic Secondary School, Hamilton, Ontario, ",Clear,1994-06-17
1040,Garret,Brooklyn,F,Electrical Engineering,"3831 Colonial Autumn Acres, Southampton, Ontario, N5F-8T0, CA",1,"Sir Winston Churchill Secondary School, Hamilton, Ontario","Garret, Brooklyn, 3831 Colonial Autumn Acres, Southampton, Ontario, N5F-8T0, CA, 1040, 1993-08-12, Electrical Engineering, Sir Winston Churchill Secondary School, Hamilton, Ontario, ",Clear ,1993-08-12
1041,Sharon,Xavier,F,Electrical Engineering,"8067 Cinder Creek Trail, Raith, Ontario, K7T-9L6, CA",0,"Sir Winston Churchill Secondary School, St Catharines, Ontario","Sharon, Xavier, 8067 Cinder Creek Trail, Raith, Ontario, K7T-9L6, CA, 1041, 1995-06-17, Electrical Engineering, Sir Winston Churchill Secondary School, St Catharines, Ontario, ",Clear,1995-06-17
1042,Marquis,Nevaeh,M,Electrical Engineering,"8413 High Shadow Range, Missanabie, Ontario, M6G-3G6, CA",0,"Sir Wilfrid Laurier Secondary School, London, Ontario","Marquis, Nevaeh, 8413 High Shadow Range, Missanabie, Ontario, M6G-3G6, CA, 1042, 2003-06-26, Electrical Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear ,2003-06-26
1043,Alice,Kingston,F,Mechatronics Engineering,"330 Indian Court, Brule Lake, Ontario, N4N-6K7, CA",0,"Sir Wilfrid Laurier Secondary School, London, Ontario","Alice, Kingston, 330 Indian Court, Brule Lake, Ontario, N4N-6K7, CA, 1043, 1994-12-25, Mechatronics Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear,1994-12-25
1044,Rodolfo,Natalia,M,Mechatronics Engineering,"6810 Round Bear Close, Yorkston, Ontario, N8M-7D2, CA",1,"Sir Wilfrid Laurier Secondary School, London, Ontario","Rodolfo, Natalia, 6810 Round Bear Close, Yorkston, Ontario, N8M-7D2, CA, 1044, 2000-07-11, Mechatronics Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear ,2000-07-11
1045,Yasmin,Jeremiah,X,Software Engineering,"9329 Velvet Mountain Limits, Chesley, Ontario, K0D-7Y0, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Yasmin, Jeremiah, 9329 Velvet Mountain Limits, Chesley, Ontario, K0D-7Y0, CA, 1045, 1994-10-09, Software Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1994-10-09
1046,Dane,Maria,F,Software Engineering,"6215 Dewy River Pines, Port Burwell, Ontario, L8R-9P1, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Dane, Maria, 6215 Dewy River Pines, Port Burwell, Ontario, L8R-9P1, CA, 1046, 2002-09-22, Software Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,2002-09-22
1047,Tamia,Dylan,M,Software Engineering,"9433 Easy Circle, Grand Valley, Ontario, N7X-7I8, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Tamia, Dylan, 9433 Easy Circle, Grand Valley, Ontario, N7X-7I8, CA, 1047, 1986-06-16, Software Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1986-06-16
1048,Felipe,Kennedy,F,Software Engineering,"4171 Noble Pond Hill, Otter Lake, Ontario, N9B-2S2, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Felipe, Kennedy, 4171 Noble Pond Hill, Otter Lake, Ontario, N9B-2S2, CA, 1048, 1990-05-19, Software Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,1990-05-19
1049,Abbey,Cooper,M,Electrical Engineering,"6137 Cotton Road, Rodney, Ontario, N9U-4D7, CA",0,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Abbey, Cooper, 6137 Cotton Road, Rodney, Ontario, N9U-4D7, CA, 1049, 1992-08-19, Electrical Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear,1992-08-19
1050,Todd,Everleigh,F,Electrical Engineering,"7633 Silver Bluff Thicket, Inglewood Junction, Ontario, P6R-0N1, CA",1,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Todd, Everleigh, 7633 Silver Bluff Thicket, Inglewood Junction, Ontario, P6R-0N1, CA, 1050, 1999-11-05, Electrical Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear ,1999-11-05
1051,Alayna,Jace,F,Electrical Engineering,"6619 Cotton Drive, Eugenia, Ontario, M2I-7B9, CA",1,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Alayna, Jace, 6619 Cotton Drive, Eugenia, Ontario, M2I-7B9, CA, 1051, 2003-09-01, Electrical Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear,2003-09-01
1052,Elian,Eva,M,Mechatronics Engineering,"3700 Cozy Butterfly Cove, Malachi, Ontario, N5B-9G9, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Elian, Eva, 3700 Cozy Butterfly Cove, Malachi, Ontario, N5B-9G9, CA, 1052, 1996-07-28, Mechatronics Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,1996-07-28
1053,Kali,Joshua,F,Mechatronics Engineering,"2069 Blue Bluff Villas, Bracebridge, Ontario, N9D-6P9, CA",1,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Kali, Joshua, 2069 Blue Bluff Villas, Bracebridge, Ontario, N9D-6P9, CA, 1053, 1993-11-23, Mechatronics Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear,1993-11-23
1054,Walker,Audrey,M,Software Engineering,"3663 Rustic Vista, Mattawan, Ontario, K6E-9W8, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Walker, Audrey, 3663 Rustic Vista, Mattawan, Ontario, K6E-9W8, CA, 1054, 1995-08-21, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,1995-08-21
1055,Lilly,Jameson,F,Software Engineering,"3185 Emerald Range, Keswick, Ontario, L0M-3F9, CA",0,"St Francis Xavier Secondary School, Mississauga, Ontario","Lilly, Jameson, 3185 Emerald Range, Keswick, Ontario, L0M-3F9, CA, 1055, 1990-10-21, Software Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,1990-10-21
1056,Mateo,Hailey,F,Software Engineering,"8539 Grand Goose Knoll, Sparta, Ontario, L5Y-1I2, CA",1,"St Francis Xavier Secondary School, Mississauga, Ontario","Mateo, Hailey, 8539 Grand Goose Knoll, Sparta, Ontario, L5Y-1I2, CA, 1056, 1996-10-20, Software Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear ,1996-10-20
1057,Bailee,Hunter,M,Software Engineering,"3168 Cinder Beacon Pike, Brent, Ontario, K9S-0J2, CA",1,"St Francis Xavier Secondary School, Mississauga, Ontario","Bailee, Hunter, 3168 Cinder Beacon Pike, Brent, Ontario, K9S-0J2, CA, 1057, 2000-03-03, Software Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,2000-03-03
1058,Jaylon,Lillian,F,Electrical Engineering,"1929 Noble Road, Norembega, Ontario, N9N-5G4, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Jaylon, Lillian, 1929 Noble Road, Norembega, Ontario, N9N-5G4, CA, 1058, 1994-02-25, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1994-02-25
1059,Lesley,Andrew,M,Electrical Engineering,"6334 Quaking Mountain, Wingham, Ontario, N9E-2M3, CA",0,"Western Secondary School, Amherstburg, Ontario","Lesley, Andrew, 6334 Quaking Mountain, Wingham, Ontario, N9E-2M3, CA, 1059, 1993-08-25, Electrical Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear,1993-08-25
1060,Kenny,Athena,F,Electrical Engineering,"3247 Rocky Embers Byway, Savanne, Ontario, N5G-7N5, CA",0,"Western Secondary School, Amherstburg, Ontario","Kenny, Athena, 3247 Rocky Embers Byway, Savanne, Ontario, N5G-7N5, CA, 1060, 2003-10-10, Electrical Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear ,2003-10-10
1061,Mckayla,Santiago,F,Mechatronics Engineering,"6285 Golden Downs, Loon, Ontario, L1Z-8A6, CA",0,Out of Canada,"Mckayla, Santiago, 6285 Golden Downs, Loon, Ontario, L1Z-8A6, CA, 1061, 1995-02-19, Mechatronics Engineering, Out of Canada, ",Clear,1995-02-19
1062,Bruce,Natalie,M,Mechatronics Engineering,"8156 Bright Gate Terrace, Tamworth, Ontario, L5D-5K5, CA",1,Out of Canada,"Bruce, Natalie, 8156 Bright Gate Terrace, Tamworth, Ontario, L5D-5K5, CA, 1062, 2000-07-01, Mechatronics Engineering, Out of Canada, ",Clear ,2000-07-01
1063,Ayanna,Landon,F,Software Engineering,"4661 Stony Park, Ingleside, Ontario, M1J-9Z1, CA",1,Out of Canada,"Ayanna, Landon, 4661 Stony Park, Ingleside, Ontario, M1J-9Z1, CA, 1063, 1995-04-09, Software Engineering, Out of Canada, ",Clear,1995-04-09
1064,Ezra,Sophie,M,Software Engineering,"8621 Crystal Line, Scarborough, Ontario, K5B-3G1, CA",1,Out of Canada,"Ezra, Sophie, 8621 Crystal Line, Scarborough, Ontario, K5B-3G1, CA, 1064, 1990-02-04, Software Engineering, Out of Canada, ",Clear ,1990-02-04
1065,Serenity,Colton,F,Software Engineering,"3012 Gentle Ledge, Quibell, Ontario, N2E-5Z7, CA",0,Out of Canada,"Serenity, Colton, 3012 Gentle Ledge, Quibell, Ontario, N2E-5Z7, CA, 1065, 1995-06-05, Software Engineering, Out of Canada, ",Clear,1995-06-05
1066,Ross,Leah,F,Software Engineering,"9840 Harvest Berry Edge, Chesley, Ontario, M7L-9H5, CA",1,"Abbey Park High School, Oakville, Ontario","Ross, Leah, 9840 Harvest Berry Edge, Chesley, Ontario, M7L-9H5, CA, 1066, 1991-07-09, Software Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1991-07-09
1067,Karissa,Cameron,M,Electrical Engineering,"5338 Fallen Bear Circle, Shirleys Bay, Ontario, P7U-4G2, CA",0,"Abbey Park High School, Oakville, Ontario","Karissa, Cameron, 5338 Fallen Bear Circle, Shirleys Bay, Ontario, P7U-4G2, CA, 1067, 1986-03-04, Electrical Engineering, Abbey Park High School, Oakville, Ontario, ",Clear,1986-03-04
1068,Damion,Autumn,F,Electrical Engineering,"4275 Easy Elk Grove, Courtice, Ontario, K3D-6E3, CA",0,"Abbey Park High School, Oakville, Ontario","Damion, Autumn, 4275 Easy Elk Grove, Courtice, Ontario, K3D-6E3, CA, 1068, 1996-01-26, Electrical Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1996-01-26
1069,Precious,Greyson,M,Electrical Engineering,"5903 Lost Brook Field, Tillsonburg, Ontario, M0Y-4E7, CA",1,"Mississauga Secondary School, Mississauga, Ontario","Precious, Greyson, 5903 Lost Brook Field, Tillsonburg, Ontario, M0Y-4E7, CA, 1069, 1986-04-01, Electrical Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear,1986-04-01
1070,Francis,Serenity,F,Mechatronics Engineering,"5381 Amber Wharf, Minnitaki, Ontario, P9D-2P3, CA",1,"Mississauga Secondary School, Mississauga, Ontario","Francis, Serenity, 5381 Amber Wharf, Minnitaki, Ontario, P9D-2P3, CA, 1070, 2002-08-04, Mechatronics Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear ,2002-08-04
1071,Jane,Miles,F,Mechatronics Engineering,"1015 Hidden Moor, Cannington, Ontario, N4Z-7S7, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Jane, Miles, 1015 Hidden Moor, Cannington, Ontario, N4Z-7S7, CA, 1071, 1985-04-14, Mechatronics Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1985-04-14
1072,Tate,Savannah,M,Software Engineering,"9965 Sunny Ramp, Rossport, Ontario, L8L-9K6, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Tate, Savannah, 9965 Sunny Ramp, Rossport, Ontario, L8L-9K6, CA, 1072, 1997-08-23, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear ,1997-08-23
1073,Maddison,Adrian,F,Software Engineering,"3359 Tawny Hollow, Windsor, Ontario, P5C-1B5, CA",1,"John Fraser Secondary School, Mississauga, Ontario","Maddison, Adrian, 3359 Tawny Hollow, Windsor, Ontario, P5C-1B5, CA, 1073, 1994-04-25, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1994-04-25
1074,Reid,Aubrey,M,Software Engineering,"840 Red Passage, Portsmouth, Ontario, M4C-6Z6, CA",0,"White Oaks High School, Oakville, Ontario","Reid, Aubrey, 840 Red Passage, Portsmouth, Ontario, M4C-6Z6, CA, 1074, 1986-02-17, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,1986-02-17
1075,Jayda,Roman,F,Software Engineering,"4524 Old Horse Court, Richan, Ontario, N4P-1Y2, CA",0,"White Oaks High School, Oakville, Ontario","Jayda, Roman, 4524 Old Horse Court, Richan, Ontario, N4P-1Y2, CA, 1075, 1990-02-14, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1990-02-14
1076,Warren,Alice,F,Electrical Engineering,"4182 Hazy River Forest, Armstrong, Ontario, N6O-6L0, CA",1,"White Oaks High School, Oakville, Ontario","Warren, Alice, 4182 Hazy River Forest, Armstrong, Ontario, N6O-6L0, CA, 1076, 2001-09-08, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,2001-09-08
1077,Lexi,Easton,M,Electrical Engineering,"7074 Round Barn Pointe, Britt, Ontario, P8R-4Y5, CA",0,"White Oaks High School, Oakville, Ontario","Lexi, Easton, 7074 Round Barn Pointe, Britt, Ontario, P8R-4Y5, CA, 1077, 1988-01-19, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1988-01-19
1078,Byron,Victoria,F,Electrical Engineering,"3730 Middle Pioneer View, Lansdowne House, Ontario, P6W-9T5, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Byron, Victoria, 3730 Middle Pioneer View, Lansdowne House, Ontario, P6W-9T5, CA, 1078, 1998-02-17, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1998-02-17
1079,Kelsie,Ryan,M,Mechatronics Engineering,"8696 Lazy Manor, Gloucester, Ontario, K7B-5B4, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Kelsie, Ryan, 8696 Lazy Manor, Gloucester, Ontario, K7B-5B4, CA, 1079, 2000-09-10, Mechatronics Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,2000-09-10
1080,Randall,Ayla,F,Mechatronics Engineering,"8373 Jagged Orchard, Sellwood, Ontario, M5O-9K3, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Randall, Ayla, 8373 Jagged Orchard, Sellwood, Ontario, M5O-9K3, CA, 1080, 1993-12-21, Mechatronics Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1993-12-21
1081,Phoebe,Waylon,F,Software Engineering,"4898 Dusty Isle, Connaught Station, Ontario, M2U-2U5, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Phoebe, Waylon, 4898 Dusty Isle, Connaught Station, Ontario, M2U-2U5, CA, 1081, 1989-12-30, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,1989-12-30
1082,Bennett,Leilani,M,Software Engineering,"2566 High Leaf Green, Madsen, Ontario, M2I-8G1, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Bennett, Leilani, 2566 High Leaf Green, Madsen, Ontario, M2I-8G1, CA, 1082, 1992-08-12, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1992-08-12
1083,Halle,Nolan,F,Software Engineering,"8090 Burning Street, Parham, Ontario, M8D-0S7, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Halle, Nolan, 8090 Burning Street, Parham, Ontario, M8D-0S7, CA, 1083, 1998-02-28, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1998-02-28
1084,Triston,Skylar,M,Software Engineering,"6602 Broad Key, Kabaigon, Ontario, L1M-4L0, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Triston, Skylar, 6602 Broad Key, Kabaigon, Ontario, L1M-4L0, CA, 1084, 1992-01-05, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1992-01-05
1085,Kiersten,Thomas,F,Electrical Engineering,"2562 Velvet Island Quay, Kingston, Ontario, P1Q-5M6, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Kiersten, Thomas, 2562 Velvet Island Quay, Kingston, Ontario, P1Q-5M6, CA, 1085, 1993-07-01, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1993-07-01
1086,Jermaine,Delilah,F,Electrical Engineering,"6225 Silver Beach, Alcona, Ontario, K8R-8N8, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Jermaine, Delilah, 6225 Silver Beach, Alcona, Ontario, K8R-8N8, CA, 1086, 1993-01-09, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1993-01-09
1087,Kiera,Theo,M,Electrical Engineering,"1658 Wishing Wynd, Camp Borden, Ontario, K9D-2K6, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Kiera, Theo, 1658 Wishing Wynd, Camp Borden, Ontario, K9D-2K6, CA, 1087, 1995-11-17, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1995-11-17
1088,Jaquan,Lucy,F,Mechatronics Engineering,"278 Colonial Chase, Red Rock, Ontario, K5N-4C0, CA",0,"Westside Secondary School, Orangeville, Ontario","Jaquan, Lucy, 278 Colonial Chase, Red Rock, Ontario, K5N-4C0, CA, 1088, 1986-08-07, Mechatronics Engineering, Westside Secondary School, Orangeville, Ontario, ",Clear ,1986-08-07
1089,Tyra,Nathan,M,Mechatronics Engineering,"1874 Iron Front, Midland, Ontario, L7C-6M3, CA",1,"Sinclair Secondary School, Whitby, Ontario","Tyra, Nathan, 1874 Iron Front, Midland, Ontario, L7C-6M3, CA, 1089, 1988-08-24, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1988-08-24
1090,Harley,Kinsley,F,Software Engineering,"5455 Misty Lagoon Round, Clinton, Ontario, L1Y-8A3, CA",0,"Sinclair Secondary School, Whitby, Ontario","Harley, Kinsley, 5455 Misty Lagoon Round, Clinton, Ontario, L1Y-8A3, CA, 1090, 1993-07-10, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1993-07-10
1091,Felicity,Theodore,F,Software Engineering,"8171 Honey Parkway, Chapleau, Ontario, L9Y-1L9, CA",0,"Sinclair Secondary School, Whitby, Ontario","Felicity, Theodore, 8171 Honey Parkway, Chapleau, Ontario, L9Y-1L9, CA, 1091, 1986-08-25, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1986-08-25
1092,Jessie,Aaliyah,M,Software Engineering,"9049 Heather Common, Hawk Lake, Ontario, M0R-0X1, CA",0,"Sinclair Secondary School, Whitby, Ontario","Jessie, Aaliyah, 9049 Heather Common, Hawk Lake, Ontario, M0R-0X1, CA, 1092, 1997-08-16, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1997-08-16
1093,Annika,Isaac,F,Software Engineering,"2957 Thunder Apple Glade, Washagami, Ontario, N8E-7A9, CA",0,"Sinclair Secondary School, Whitby, Ontario","Annika, Isaac, 2957 Thunder Apple Glade, Washagami, Ontario, N8E-7A9, CA, 1093, 2002-02-15, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2002-02-15
1094,Franklin,Zoe,M,Electrical Engineering,"4099 Shady Farms, Rexdale, Ontario, P3D-0N8, CA",0,"Sinclair Secondary School, Whitby, Ontario","Franklin, Zoe, 4099 Shady Farms, Rexdale, Ontario, P3D-0N8, CA, 1094, 1987-12-12, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1987-12-12
1095,Taryn,Caleb,F,Electrical Engineering,"9403 Umber Nectar Mall , Yorkston, Ontario, N0T-7P2, CA",0,"Sinclair Secondary School, Whitby, Ontario","Taryn, Caleb, 9403 Umber Nectar Mall , Yorkston, Ontario, N0T-7P2, CA, 1095, 2002-09-28, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2002-09-28
1096,Duncan,Naomi,F,Electrical Engineering,"5275 Clear Expressway, Elk Lake, Ontario, P4P-6J9, CA",0,"Sinclair Secondary School, Whitby, Ontario","Duncan, Naomi, 5275 Clear Expressway, Elk Lake, Ontario, P4P-6J9, CA, 1096, 2003-05-03, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2003-05-03
